Gene Name	Start	End	Length
RL1	1253	2186	933
RNA2.7	2366	4847	2481
RL6	5789	6131	342
RNA1.2	6508	7531	1023
RL8A	7661	7934	273
RL9A	7999	8143	144
RL10	8349	8856	507
RL11	8884	9589	705
RL12	9592	10825	1233
RL13	10919	11804	885
UL1	11911	12571	660
UL2	12899	13082	183
UL4	13509	13962	453
UL5	14050	14551	501
UL6	14649	15504	855
UL8	15563	16640	1077
UL7	15563	16232	669
UL9	16649	17357	708
UL10	17471	18239	768
UL11	18340	19159	819
UL13	19356	20775	1419
UL14	20928	21912	984
UL15A	21924	22233	309
UL16	22453	23146	693
UL17	23253	23568	315
UL18	23676	24780	1104
UL19	24776	25073	297
UL20	25335	26358	1023
UL21A	26502	26874	372
UL22A	27142	27537	395
UL23	27897	28752	855
UL24	28966	30043	1077
UL25	30090	32061	1971
UL26	32240	32807	567
UL27	32862	34689	1827
UL29	34785	37037	2252
UL30	37166	37532	366
UL30A	37577	37817	240
UL31	38010	39798	1788
UL32	39878	43028	3150
UL33	43098	44458	1360
UL34	44825	46049	1224
UL35	46127	48053	1926
UL36	48279	49817	1538
UL37	49950	52779	2829
UL38	51176	52196	1020
UL40	53294	53960	666
UL41A	54121	54358	237
UL42	54467	54839	372
UL43	54902	56174	1272
UL44	56220	57522	1302
UL45	57662	60383	2721
UL46	60525	61398	873
UL47	61396	64348	2952
UL48	64344	71070	6726
UL48A	71188	71416	228
UL49	71408	73121	1713
UL50	73077	74274	1197
UL51	74295	74769	474
UL52	74807	76814	2007
UL53	76806	77937	1131
UL54	77914	81643	3729
UL55	81782	84500	2718
UL56	84462	87015	2553
UL57	87581	91289	3708
RNA4.9	94031	98923	4892
UL69	99217	101440	2223
UL70	101539	104380	2841
UL71	104395	105481	1086
UL72	105561	106728	1167
UL73	106743	107160	417
UL74	107131	108523	1392
UL74A	107834	108727	893
UL75	108898	111115	2217
UL76	111309	112287	978
UL77	111889	113797	1908
UL78	113885	115181	1296
UL79	115235	116123	888
UL80	116159	118286	2127
UL80.5	117164	118286	1122
UL82	118451	120131	1680
UL83	120319	122005	1686
UL84	122276	124034	1758
UL85	124065	124986	921
UL86	125147	129260	4113
UL87	129319	132145	2826
UL88	132141	133431	1290
UL89	133427	139355	5928
UL91	134799	135135	336
UL92	135104	135710	606
UL93	135675	137460	1785
UL94	137317	138355	1038
UL95	139353	140952	1599
UL96	140948	141332	384
UL97	141452	143576	2124
UL98	143669	145424	1755
UL99	145360	145933	573
UL100	146189	147305	1116
UL102	147483	150105	2622
UL103	150267	151017	750
UL104	150964	153058	2094
UL105	152885	155756	2871
RNA5.0	155754	161432	5678
UL111A	160648	161335	687
UL112	161559	163769	2210
UL114	163938	164691	753
UL115	164662	165499	837
UL116	165498	166446	948
UL117	166442	167720	1278
UL119	167832	168958	1126
UL120	169012	169618	606
UL121	169668	170211	543
UL122	170336	173737	3401
UL123	171976	173737	1761
UL124	173769	174225	456
UL128	175639	176394	755
UL130	176433	177078	645
UL131A	177098	177596	498
UL132	177701	178517	816
UL148	178593	179544	951
UL147A	179612	179840	228
UL147	179842	180322	480
UL146	180382	180745	363
UL145	181025	181418	393
UL144	181659	182190	531
UL142	182830	183748	918
UL141	183818	184835	1017
UL140	185127	185703	576
UL139	185880	186324	444
UL138	186886	187396	510
UL136	187478	188201	723
UL135	188291	189218	927
UL133	189394	190168	774
UL148A	190263	190506	243
UL148B	190635	190878	243
UL148C	190964	191198	234
UL148D	191579	191774	195
UL150	191789	193709	1920
UL150A	192648	193575	927
IRS1	195438	198024	2586
US1	198047	198518	471
US2	198835	199435	600
US3	199849	200410	561
US6	201119	201671	552
US7	202093	202771	678
US8	202972	203656	684
US9	203670	204414	744
US10	204799	205357	558
US11	205432	206080	648
US12	206266	207112	846
US13	207191	207977	786
US14	208045	208978	933
US15	209022	209811	789
US16	209870	210800	930
US17	210944	211826	882
US18	212093	212918	825
US19	213055	213778	723
US20	213824	214589	765
US21	214695	215427	732
US22	215603	217334	1731
US23	217447	219226	1779
US24	219321	220827	1506
US26	221460	223272	1812
US27	223635	224724	1089
US28	224931	225996	1065
US29	226158	227547	1389
US30	227350	228400	1050
US31	228516	228996	480
US32	229119	229671	552
US33A	229872	230046	174
US34	230214	230706	492
US34A	230699	230894	195
TRS1	231898	234310	2412
